Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain
ICRISAT,1978-07-22,28.8,23.0,88,63.0,15.7,0.0,0.3,4.2,21.4,5.1,17.5084095,78.2723004,479.40000000000015
ICRISAT,1978-07-23,29.8,23.3,87,59.0,14.3,0.0,1.6,4.0,16.7,4.7,17.5084095,78.2723004,479.40000000000015
ICRISAT,1978-07-24,31.0,22.7,86,64.0,19.0,0.7,2.0,5.6,27.0,6.3,17.5084095,78.2723004,480.10000000000014
ICRISAT,1978-07-25,28.7,22.7,93,74.0,16.8,25.4,0.7,4.4,16.7,3.9,17.5084095,78.2723004,505.5000000000001
ICRISAT,1978-07-26,26.9,22.4,89,61.0,14.5,2.0,0.9,3.8,19.9,4.7,17.5084095,78.2723004,507.5000000000001
ICRISAT,1978-07-27,30.6,22.8,91,68.0,10.6,9.8,6.8,4.2,21.0,4.8,17.5084095,78.2723004,517.3000000000001
ICRISAT,1978-07-28,29.4,22.5,89,60.0,12.8,0.4,8.7,4.8,11.4,3.8,17.5084095,78.2723004,517.7
ICRISAT,1978-07-29,30.0,22.5,88,61.0,17.0,6.4,8.7,6.0,17.3,4.9,17.5084095,78.2723004,524.1
ICRISAT,1978-07-30,30.0,22.6,88,65.0,19.5,3.4,4.1,6.5,9.8,3.9,17.5084095,78.2723004,527.5
ICRISAT,1978-07-31,27.9,22.6,88,86.0,19.3,0.6,0.5,3.4,8.0,2.4,17.5084095,78.2723004,528.1
ICRISAT,1978-08-01,26.3,22.2,87,67.0,16.0,2.8,0.0,3.0,13.3,3.7,17.5084095,78.2723004,530.9
ICRISAT,1978-08-02,29.6,21.9,88,67.0,11.7,16.6,1.0,4.3,17.0,4.2,17.5084095,78.2723004,547.5
ICRISAT,1978-08-03,28.6,22.0,87,70.0,12.7,0.0,3.4,3.8,15.6,3.9,17.5084095,78.2723004,547.5
ICRISAT,1978-08-04,29.0,22.4,86,59.0,12.9,0.0,2.1,4.0,17.7,4.7,17.5084095,78.2723004,547.5
ICRISAT,1978-08-05,30.0,22.0,92,77.0,14.3,4.6,4.7,4.7,17.6,4.0,17.5084095,78.2723004,552.1
ICRISAT,1978-08-06,27.5,22.5,91,61.0,12.9,2.0,0.4,0.5,12.8,3.7,17.5084095,78.2723004,554.1
ICRISAT,1978-08-07,29.6,20.5,87,59.0,12.2,27.0,4.8,5.8,14.9,4.2,17.5084095,78.2723004,581.1
ICRISAT,1978-08-08,30.0,21.6,89,65.0,11.9,15.0,9.4,6.2,12.0,3.6,17.5084095,78.2723004,596.1
ICRISAT,1978-08-09,29.0,22.5,88,67.0,11.9,1.4,7.1,5.2,14.7,3.9,17.5084095,78.2723004,597.5
ICRISAT,1978-08-10,28.1,22.2,88,77.0,14.6,1.0,3.5,4.3,11.0,3.1,17.5084095,78.2723004,598.5
ICRISAT,1978-08-11,27.3,21.7,90,67.0,13.2,3.1,0.5,3.5,17.0,4.1,17.5084095,78.2723004,601.6
ICRISAT,1978-08-12,28.2,22.0,87,56.0,17.1,0.0,1.8,5.1,17.0,4.9,17.5084095,78.2723004,601.6
ICRISAT,1978-08-13,30.0,20.9,91,92.0,18.4,52.4,5.7,2.5,5.1,1.5,17.5084095,78.2723004,654.0
ICRISAT,1978-08-14,24.8,21.0,98,98.0,16.9,47.4,0.0,1.0,1.9,0.4,17.5084095,78.2723004,701.4
ICRISAT,1978-08-15,22.2,21.2,91,92.0,15.5,172.8,0.0,0.1,4.0,1.2,17.5084095,78.2723004,874.2
ICRISAT,1978-08-16,23.5,21.5,91,70.0,17.9,4.8,0.0,1.0,11.2,3.1,17.5084095,78.2723004,879.0
ICRISAT,1978-08-17,27.0,21.4,87,68.0,15.2,0.0,0.4,3.0,18.3,4.3,17.5084095,78.2723004,879.0
ICRISAT,1978-08-18,29.0,21.4,91,75.0,11.9,5.6,8.1,3.9,17.2,3.9,17.5084095,78.2723004,884.6
ICRISAT,1978-08-19,28.7,22.0,90,69.0,10.4,17.0,6.3,3.0,16.6,3.9,17.5084095,78.2723004,901.6
ICRISAT,1978-08-20,28.2,23.2,88,79.0,7.9,0.0,4.8,3.0,8.0,2.3,17.5084095,78.2723004,901.6
ICRISAT,1978-08-21,26.8,21.6,95,84.0,9.9,17.0,0.0,1.5,12.2,2.7,17.5084095,78.2723004,918.6
ICRISAT,1978-08-22,27.2,21.5,91,73.0,12.6,62.8,1.0,2.0,16.1,3.7,17.5084095,78.2723004,981.4
ICRISAT,1978-08-23,28.9,22.3,90,74.0,11.8,12.8,3.3,4.6,12.7,3.3,17.5084095,78.2723004,994.1999999999999
ICRISAT,1978-08-24,27.0,22.4,90,70.0,11.3,7.9,0.0,3.0,14.1,3.5,17.5084095,78.2723004,1002.0999999999999
ICRISAT,1978-08-25,28.3,22.0,90,72.0,15.4,4.4,1.9,3.4,11.3,3.3,17.5084095,78.2723004,1006.4999999999999
ICRISAT,1978-08-26,27.4,21.7,89,67.0,16.5,11.2,0.1,3.2,17.1,4.2,17.5084095,78.2723004,1017.6999999999999
ICRISAT,1978-08-27,28.5,22.2,88,65.0,18.2,0.0,4.3,4.0,14.5,4.2,17.5084095,78.2723004,1017.6999999999999
ICRISAT,1978-08-28,29.7,21.5,87,67.0,18.3,26.2,4.3,4.9,11.2,3.9,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-08-29,28.0,22.0,80,67.0,21.5,0.0,0.6,3.6,17.0,4.8,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-08-30,28.0,21.0,83,56.0,18.1,0.0,5.2,4.6,18.4,5.1,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-08-31,30.0,19.7,86,55.0,14.5,0.0,7.3,5.1,21.7,5.4,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-09-01,29.8,21.2,82,56.0,15.6,0.0,10.7,5.7,19.1,5.3,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-09-02,29.8,21.8,83,64.0,19.0,0.0,5.5,6.1,13.1,4.4,17.5084095,78.2723004,1043.8999999999999
ICRISAT,1978-09-03,28.5,21.2,88,60.0,15.4,1.6,1.8,3.8,19.6,4.9,17.5084095,78.2723004,1045.4999999999998
ICRISAT,1978-09-04,29.0,20.0,88,54.0,12.4,0.0,8.8,5.4,21.7,5.2,17.5084095,78.2723004,1045.4999999999998
ICRISAT,1978-09-05,30.5,22.7,83,55.0,14.0,0.0,7.2,6.2,18.8,5.2,17.5084095,78.2723004,1045.4999999999998
ICRISAT,1978-09-06,30.0,22.4,85,55.0,10.2,0.0,6.4,5.0,20.5,5.0,17.5084095,78.2723004,1045.4999999999998
ICRISAT,1978-09-07,30.0,20.5,93,56.0,7.7,4.8,6.6,5.1,23.6,5.0,17.5084095,78.2723004,1050.2999999999997
ICRISAT,1978-09-08,29.5,21.4,82,62.0,8.9,0.0,10.1,5.4,18.8,4.5,17.5084095,78.2723004,1050.2999999999997
ICRISAT,1978-09-09,29.6,20.3,90,57.0,7.8,0.0,5.1,4.2,17.5,4.2,17.5084095,78.2723004,1050.2999999999997
ICRISAT,1978-09-10,30.0,20.5,91,50.0,7.2,2.8,7.7,5.0,18.9,4.5,17.5084095,78.2723004,1053.0999999999997
ICRISAT,1978-09-11,30.8,20.6,91,51.0,6.7,0.0,9.9,5.6,23.3,5.1,17.5084095,78.2723004,1053.0999999999997
ICRISAT,1978-09-12,31.0,22.5,82,53.0,6.8,0.0,9.5,5.4,20.5,4.8,17.5084095,78.2723004,1053.0999999999997
ICRISAT,1978-09-13,31.6,21.6,91,63.0,10.1,16.6,7.1,5.2,15.4,4.1,17.5084095,78.2723004,1069.6999999999996
ICRISAT,1978-09-14,29.2,21.7,90,73.0,14.6,18.6,4.3,3.0,14.1,3.6,17.5084095,78.2723004,1088.2999999999995
ICRISAT,1978-09-15,26.5,20.1,85,67.0,3.6,0.4,1.9,3.4,18.0,3.6,17.5084095,78.2723004,1088.6999999999996
ICRISAT,1978-09-16,28.3,22.4,81,63.0,6.3,0.0,5.0,3.5,20.1,4.4,17.5084095,78.2723004,1088.6999999999996
ICRISAT,1978-09-17,30.1,22.6,87,52.0,7.8,0.0,4.9,4.5,23.0,5.2,17.5084095,78.2723004,1088.6999999999996
ICRISAT,1978-09-18,31.5,22.3,88,58.0,8.4,0.6,7.1,5.8,16.7,4.3,17.5084095,78.2723004,1089.2999999999995
ICRISAT,1978-09-19,31.0,21.1,92,71.0,7.0,8.2,2.4,4.2,13.7,3.3,17.5084095,78.2723004,1097.4999999999995
ICRISAT,1978-09-20,29.1,21.1,93,71.0,6.6,1.5,2.2,2.7,12.8,3.1,17.5084095,78.2723004,1098.9999999999995
ICRISAT,1978-09-21,28.9,22.0,95,93.0,5.6,8.4,1.2,2.2,9.8,2.1,17.5084095,78.2723004,1107.3999999999996
ICRISAT,1978-09-22,27.9,21.3,97,84.0,4.7,4.8,1.7,1.4,16.2,3.2,17.5084095,78.2723004,1112.1999999999996
ICRISAT,1978-09-23,29.3,22.5,95,71.0,5.9,3.2,4.7,3.2,18.3,3.9,17.5084095,78.2723004,1115.3999999999996
ICRISAT,1978-09-24,30.2,21.5,90,72.0,9.4,3.6,5.7,3.8,16.5,3.8,17.5084095,78.2723004,1118.9999999999995
ICRISAT,1978-09-25,29.8,22.2,91,73.0,7.7,0.0,3.8,3.6,16.8,3.7,17.5084095,78.2723004,1118.9999999999995
ICRISAT,1978-09-26,29.0,21.6,96,79.0,7.1,3.2,3.0,3.2,8.6,2.2,17.5084095,78.2723004,1122.1999999999996
ICRISAT,1978-09-27,27.0,22.5,97,63.0,4.8,3.2,0.0,1.4,19.2,3.9,17.5084095,78.2723004,1125.3999999999996
ICRISAT,1978-09-28,29.8,22.5,97,62.0,4.9,0.0,5.8,3.5,23.8,4.8,17.5084095,78.2723004,1125.3999999999996
ICRISAT,1978-09-29,30.2,22.2,93,58.0,5.8,0.0,9.0,4.8,15.3,3.7,17.5084095,78.2723004,1125.3999999999996
ICRISAT,1978-09-30,31.0,21.3,93,58.0,8.6,0.0,2.9,4.3,18.7,4.4,17.5084095,78.2723004,1125.3999999999996
ICRISAT,1978-10-01,30.9,21.0,95,67.0,9.5,18.6,7.4,4.2,18.8,4.2,17.5084095,78.2723004,1143.9999999999995
ICRISAT,1978-10-02,29.8,20.7,91,68.0,11.8,18.4,6.8,5.0,19.3,4.3,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-03,29.2,20.7,95,68.0,7.6,0.0,4.6,4.1,19.4,4.0,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-04,29.3,20.9,91,58.0,8.1,0.0,7.6,4.4,22.1,4.7,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-05,30.8,22.0,83,52.0,8.2,0.0,8.8,4.6,23.3,5.2,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-06,31.2,21.5,89,49.0,7.4,0.0,9.7,5.6,22.6,5.1,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-07,31.0,21.6,95,35.0,6.4,0.0,9.1,5.3,23.4,5.2,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-08,31.6,19.1,86,43.0,6.0,0.0,9.4,6.3,21.1,4.8,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-09,31.4,21.5,88,48.0,5.6,0.0,9.9,6.0,19.4,4.4,17.5084095,78.2723004,1162.3999999999996
ICRISAT,1978-10-10,31.7,23.0,92,55.0,4.7,13.2,7.9,4.4,21.6,4.6,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-11,31.4,22.5,91,45.0,5.7,0.0,9.3,4.4,23.3,5.0,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-12,32.5,22.1,83,51.0,6.3,0.0,9.9,6.1,22.5,5.0,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-13,32.0,21.6,93,44.0,4.7,0.0,8.6,5.0,21.8,4.7,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-14,31.9,17.0,78,26.0,5.8,0.0,9.2,6.2,24.3,5.3,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-15,30.8,15.5,84,27.0,6.7,0.0,9.9,7.2,24.2,5.3,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-16,30.7,16.4,86,35.0,7.7,0.0,11.2,6.7,23.3,5.2,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-17,30.6,20.0,82,87.0,8.0,0.0,10.2,6.8,16.3,3.4,17.5084095,78.2723004,1175.5999999999997
ICRISAT,1978-10-18,30.2,22.8,88,56.0,6.4,5.3,6.5,2.7,18.2,4.1,17.5084095,78.2723004,1180.8999999999996
ICRISAT,1978-10-19,30.0,22.5,90,54.0,9.0,0.0,8.5,4.9,20.2,4.6,17.5084095,78.2723004,1180.8999999999996
ICRISAT,1978-10-20,30.1,22.6,90,54.0,8.3,0.0,8.4,4.8,21.1,4.7,17.5084095,78.2723004,1180.8999999999996
ICRISAT,1978-10-21,30.7,20.7,91,55.0,8.4,2.2,10.6,5.8,16.6,4.1,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-22,30.0,19.9,98,57.0,7.7,0.0,9.1,3.8,18.8,4.1,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-23,29.7,20.8,83,38.0,7.5,0.0,9.0,4.9,22.1,5.0,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-24,30.0,15.1,76,44.0,6.9,0.0,10.3,6.2,22.9,4.8,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-25,29.4,17.0,79,43.0,7.6,0.0,11.0,6.2,21.8,4.7,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-26,29.8,18.0,85,36.0,5.8,0.0,10.7,5.4,21.6,4.5,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-27,29.7,16.0,89,37.0,5.4,0.0,10.6,5.0,21.2,4.3,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-28,29.0,16.7,85,39.0,5.6,0.0,10.2,5.4,20.4,4.2,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-29,29.6,18.4,85,48.0,3.6,0.0,10.0,4.0,17.3,3.5,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-30,30.5,22.5,87,56.0,8.7,0.0,8.8,4.9,16.6,4.1,17.5084095,78.2723004,1183.0999999999997
ICRISAT,1978-10-31,30.0,20.6,93,73.0,10.8,12.8,7.0,5.0,19.5,4.0,17.5084095,78.2723004,1195.8999999999996
ICRISAT,1978-11-01,28.2,21.0,95,65.0,10.6,1.8,7.7,4.1,13.4,3.3,17.5084095,78.2723004,1197.6999999999996
ICRISAT,1978-11-02,27.5,20.6,91,56.0,9.6,4.0,4.7,3.4,18.0,4.0,17.5084095,78.2723004,1201.6999999999996
ICRISAT,1978-11-03,28.4,20.8,91,56.0,7.0,0.0,8.5,3.8,18.8,4.0,17.5084095,78.2723004,1201.6999999999996
ICRISAT,1978-11-04,29.2,21.0,83,61.0,8.8,0.0,9.7,4.8,15.0,3.7,17.5084095,78.2723004,1201.6999999999996
ICRISAT,1978-11-05,29.2,21.9,88,60.0,12.4,1.6,9.2,4.6,16.3,4.1,17.5084095,78.2723004,1203.2999999999995
ICRISAT,1978-11-06,28.9,22.2,85,86.0,20.1,0.0,8.5,4.8,8.8,2.6,17.5084095,78.2723004,1203.2999999999995
ICRISAT,1978-11-07,24.0,21.2,91,73.0,19.7,1.8,0.6,1.2,13.3,3.1,17.5084095,78.2723004,1205.0999999999995
ICRISAT,1978-11-08,28.2,22.2,91,61.0,15.1,0.0,6.5,3.0,21.3,4.7,17.5084095,78.2723004,1205.0999999999995
ICRISAT,1978-11-09,28.8,18.0,96,50.0,8.4,0.0,7.8,3.6,23.6,4.7,17.5084095,78.2723004,1205.0999999999995
ICRISAT,1978-11-10,29.6,18.2,88,43.0,5.8,0.0,9.8,4.2,22.7,4.5,17.5084095,78.2723004,1205.0999999999995
ICRISAT,1978-11-11,31.2,19.8,86,46.0,3.7,0.0,10.4,4.0,27.7,5.4,17.5084095,78.2723004,1205.0999999999995
ICRISAT,1978-11-12,31.6,22.6,90,63.0,5.7,1.2,8.9,3.8,23.7,4.8,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-13,28.5,21.5,93,61.0,4.2,0.0,1.9,2.2,22.5,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-14,30.2,19.3,93,48.0,4.6,0.0,9.2,3.9,17.2,3.6,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-15,30.6,18.8,92,47.0,6.2,0.0,10.0,4.6,17.7,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-16,30.1,18.7,91,42.0,6.7,0.0,9.7,4.4,22.1,4.5,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-17,30.7,17.9,93,39.0,5.0,0.0,10.7,4.8,18.4,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-18,30.9,16.0,90,28.0,6.6,0.0,10.4,5.2,20.6,4.6,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-19,29.4,14.6,88,28.0,6.7,0.0,10.5,5.8,17.3,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-20,29.6,14.8,73,28.0,6.4,0.0,10.7,6.0,20.0,4.4,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-21,30.4,15.9,84,28.0,4.7,0.0,10.5,4.9,19.7,4.0,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-22,31.0,15.0,88,27.0,5.5,0.0,10.1,5.4,20.4,4.3,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-23,30.6,14.4,88,29.0,5.6,0.0,10.7,5.6,20.0,4.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-24,29.2,13.5,88,36.0,8.6,0.0,10.3,6.4,18.5,4.4,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-25,28.6,14.5,79,54.0,8.0,0.0,8.9,4.9,12.4,3.3,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-26,27.4,17.5,93,59.0,9.3,0.0,3.7,3.6,12.5,3.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-27,28.4,20.8,86,59.0,10.2,0.0,4.9,3.1,12.3,3.4,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-28,27.7,20.5,93,51.0,10.0,0.0,3.2,3.2,17.2,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-29,29.3,17.0,93,46.0,8.9,0.0,9.9,4.8,16.4,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-11-30,29.0,17.7,89,42.0,8.6,0.0,9.8,4.5,15.4,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-01,28.9,17.9,93,41.0,9.7,0.0,8.8,3.9,17.5,4.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-02,29.0,18.3,91,43.0,10.0,0.0,9.5,4.6,16.7,4.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-03,28.5,18.7,91,53.0,11.0,0.0,8.4,4.7,16.2,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-04,26.8,18.8,87,46.0,10.4,0.0,7.0,4.3,16.8,4.0,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-05,27.5,17.5,87,41.0,10.5,0.0,9.3,4.6,17.3,4.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-06,28.3,14.7,91,36.0,8.7,0.0,9.4,4.7,19.1,4.3,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-07,27.3,15.2,54,33.0,10.1,0.0,9.4,5.8,19.5,4.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-08,27.6,14.1,79,41.0,8.4,0.0,10.1,5.6,18.4,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-09,28.6,16.1,73,47.0,6.9,0.0,9.8,5.1,15.9,3.7,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-10,28.0,14.5,77,34.0,8.2,0.0,8.5,5.1,16.8,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-11,27.6,12.4,89,40.0,7.8,0.0,10.3,5.6,18.9,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-12,26.5,11.3,82,39.0,6.8,0.0,10.2,4.7,18.1,3.7,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-13,26.5,13.0,79,56.0,5.0,0.0,9.5,4.1,16.2,3.0,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-14,25.0,13.0,96,41.0,7.7,0.0,10.0,3.2,18.7,3.6,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-15,26.8,14.5,90,40.0,7.4,0.0,10.5,4.1,18.4,3.8,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-16,26.0,14.0,80,38.0,7.9,0.0,10.2,4.2,17.7,3.8,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-17,26.9,14.5,92,43.0,5.8,0.0,10.2,3.7,18.3,3.5,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-18,27.6,15.0,88,43.0,9.7,0.0,9.2,4.8,18.8,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-19,26.8,14.4,92,43.0,7.9,0.0,10.4,4.3,19.2,3.8,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-20,26.8,14.0,79,20.0,6.8,0.0,10.4,4.4,20.0,4.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-21,26.8,10.6,85,23.0,8.2,0.0,10.5,5.8,19.8,4.3,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-22,26.5,14.5,64,32.0,6.5,0.0,10.7,5.4,16.2,3.7,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-23,26.3,13.5,81,33.0,6.5,0.0,7.5,4.6,18.5,3.7,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-24,28.0,15.0,68,32.0,7.7,0.0,10.5,5.6,13.3,3.9,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-25,27.2,12.7,69,25.0,7.1,0.0,10.3,5.5,17.8,4.1,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-26,27.9,16.6,66,40.0,7.0,0.0,9.0,6.2,8.5,3.2,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-27,26.4,17.6,93,34.0,6.0,0.0,0.2,2.8,16.8,3.5,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-28,27.8,16.4,79,49.0,8.1,0.0,7.7,6.0,12.6,3.4,17.5084095,78.2723004,1206.2999999999995
ICRISAT,1978-12-29,25.5,17.0,63,25.0,7.0,0.9,3.1,3.2,14.1,3.8,17.5084095,78.2723004,1207.1999999999996
ICRISAT,1978-12-30,26.9,15.8,64,41.0,6.5,0.0,4.7,5.6,14.1,3.5,17.5084095,78.2723004,1207.1999999999996
ICRISAT,1978-12-31,27.9,19.3,86,45.0,8.1,0.0,5.7,4.1,10.5,3.2,17.5084095,78.2723004,1207.1999999999996
ICRISAT,1979-01-01,26.8,18.2,81,45.0,5.6,0.0,2.0,3.0,17.4,3.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-02,27.7,15.0,93,44.0,9.5,0.0,9.1,5.2,17.8,4.0,17.5084095,78.2723004,0.0
ICRISAT,1979-01-03,27.5,14.8,97,32.0,11.5,0.0,8.8,4.6,18.2,4.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-04,28.0,15.2,90,31.0,9.6,0.0,9.9,4.9,18.1,4.4,17.5084095,78.2723004,0.0
ICRISAT,1979-01-05,29.3,15.5,82,40.0,7.4,0.0,9.5,5.2,11.2,3.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-06,28.0,16.6,84,39.0,5.4,0.0,5.7,3.6,13.7,3.2,17.5084095,78.2723004,0.0
ICRISAT,1979-01-07,27.9,15.2,88,44.0,7.9,0.0,5.5,4.4,17.7,3.9,17.5084095,78.2723004,0.0
ICRISAT,1979-01-08,27.5,14.5,88,38.0,7.3,0.0,9.7,5.0,17.6,3.8,17.5084095,78.2723004,0.0
ICRISAT,1979-01-09,27.6,13.5,87,25.0,4.3,0.0,9.9,3.9,19.2,3.6,17.5084095,78.2723004,0.0
ICRISAT,1979-01-10,28.3,13.0,77,24.0,8.1,0.0,10.6,6.4,18.9,4.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-11,28.8,14.0,79,29.0,9.2,0.0,10.5,6.3,18.5,4.7,17.5084095,78.2723004,0.0
ICRISAT,1979-01-12,27.4,13.0,86,33.0,6.8,0.0,10.2,4.4,17.9,3.9,17.5084095,78.2723004,0.0
ICRISAT,1979-01-13,27.0,13.8,82,30.0,6.6,0.0,10.3,4.6,18.5,3.9,17.5084095,78.2723004,0.0
ICRISAT,1979-01-14,27.5,14.5,85,34.0,6.0,0.0,10.5,4.6,17.6,3.7,17.5084095,78.2723004,0.0
ICRISAT,1979-01-15,28.0,14.8,86,37.0,7.3,0.0,9.2,4.6,18.4,4.0,17.5084095,78.2723004,0.0
ICRISAT,1979-01-16,28.0,12.2,88,43.0,12.5,0.0,10.6,6.0,18.7,4.6,17.5084095,78.2723004,0.0
ICRISAT,1979-01-17,27.6,11.2,90,28.0,13.0,0.0,10.3,5.7,18.9,5.1,17.5084095,78.2723004,0.0
ICRISAT,1979-01-18,28.0,15.6,94,40.0,11.1,0.0,10.4,6.0,19.8,4.6,17.5084095,78.2723004,0.0
ICRISAT,1979-01-19,28.2,19.8,86,50.0,13.5,0.0,10.6,5.0,16.8,4.4,17.5084095,78.2723004,0.0
ICRISAT,1979-01-20,29.6,19.9,93,47.0,14.9,0.0,9.5,6.0,17.4,4.8,17.5084095,78.2723004,0.0
ICRISAT,1979-01-21,29.1,20.0,81,46.0,14.8,0.0,8.7,5.8,17.1,5.0,17.5084095,78.2723004,0.0
ICRISAT,1979-01-22,29.0,19.3,86,38.0,14.0,0.0,8.1,5.7,20.1,5.3,17.5084095,78.2723004,0.0
ICRISAT,1979-01-23,28.8,16.2,92,51.0,12.4,0.0,9.9,6.3,19.7,4.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-24,27.6,18.5,90,49.0,12.4,0.0,10.3,4.6,15.4,4.1,17.5084095,78.2723004,0.0
ICRISAT,1979-01-25,28.2,17.5,92,39.0,10.7,0.0,9.5,5.2,20.0,4.7,17.5084095,78.2723004,0.0
ICRISAT,1979-01-26,28.8,15.6,88,30.0,9.6,0.0,10.5,6.4,20.2,4.9,17.5084095,78.2723004,0.0
ICRISAT,1979-01-27,29.5,16.6,86,26.0,9.2,0.0,10.6,5.6,19.2,4.9,17.5084095,78.2723004,0.0
ICRISAT,1979-01-28,30.5,15.1,80,29.0,8.2,0.0,10.6,6.1,18.8,4.8,17.5084095,78.2723004,0.0
ICRISAT,1979-01-29,31.2,17.4,90,32.0,12.5,0.0,10.4,7.2,19.4,5.5,17.5084095,78.2723004,0.0
ICRISAT,1979-01-30,31.9,17.9,71,36.0,10.1,0.0,10.6,7.0,19.9,5.4,17.5084095,78.2723004,0.0
ICRISAT,1979-01-31,30.7,17.2,95,36.0,5.8,0.0,10.4,5.7,17.9,4.0,17.5084095,78.2723004,0.0
